**** BEGIN LOGGING AT Sat Oct 22 09:26:56 2016

[LoverGuy has address Chat@love.friendship.faith.trust.peace.bliss]
Oct 22 09:26:56 <LoverGuy>	hi rf
Jan 25 05:22:44 <LoverGuy>	so i thought i'd as you if it was meant for me...
Jan 25 05:22:54 <LoverGuy>	or it's not my business :P
Jan 25 05:23:05 <RammsteinFan>	:)
Jan 25 05:24:40 <LoverGuy>	wasn't meant for me?
Jan 25 05:25:01 <RammsteinFan>	no
Jan 25 05:25:06 <LoverGuy>	lol
Jan 25 05:25:08 <LoverGuy>	ok
Jan 25 05:25:12 <RammsteinFan>	i said already i was pulling someones leg
Jan 25 05:25:15 <LoverGuy>	forgotten
Jan 25 05:25:20 <LoverGuy>	ok ok
Jan 25 05:25:24 <RammsteinFan>	you are paranoid
Jan 25 05:25:28 <RammsteinFan>	geez
Jan 25 05:25:34 <LoverGuy>	nah
Jan 25 05:25:34 <RammsteinFan>	cmon man
Jan 25 05:25:41 <RammsteinFan>	learn to let it go
Jan 25 05:25:46 <LoverGuy>	i thought you were telling about az to me
Jan 25 05:25:51 <LoverGuy>	so i asked..
Jan 25 05:26:02 <RammsteinFan>	why keep asking again and again
Jan 25 05:26:07 <RammsteinFan>	i already told you
Jan 25 05:26:30 <LoverGuy>	ok.. forgotten, as i told you :)
Jan 25 05:27:44 <LoverGuy>	back to sleep
Jan 25 05:27:53 <LoverGuy>	laters..
Jan 25 05:27:59 <RammsteinFan>	ok bye
**** ENDING LOGGING AT Wed Jan 25 05:30:22 2017

**** BEGIN LOGGING AT Sat Feb  4 10:52:06 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Feb 04 10:52:06 <LoverGuy>	lol
Feb 04 10:52:09 <LoverGuy>	not hiding
Feb 04 10:52:27 <RammsteinFan>	:) ok
Feb 04 10:52:28 <RammsteinFan>	good
Feb 04 10:52:29 <LoverGuy>	just down
Feb 04 10:52:33 <RammsteinFan>	havent seen you around for a long time
Feb 04 10:52:42 <LoverGuy>	yeah
Feb 04 10:52:52 <LoverGuy>	i just don't enter any rooms
Feb 04 10:52:57 <RammsteinFan>	why?
Feb 04 10:53:16 <LoverGuy>	no enthu
Feb 04 10:53:19 <RammsteinFan>	awww
Feb 04 10:53:26 <LoverGuy>	i'll just put others into depression
Feb 04 10:53:32 <RammsteinFan>	no you dont
Feb 04 10:53:44 <RammsteinFan>	you should join th eroom and have some fun
Feb 04 10:53:52 <RammsteinFan>	staying away wont help at all
Feb 04 10:54:26 <LoverGuy>	i'm reading some ancient stuff too... so i try hard to fix my mind on that
Feb 04 10:54:45 <RammsteinFan>	i see
Feb 04 10:55:15 <LoverGuy>	she's put a ban on me for two months
Feb 04 10:55:17 <LoverGuy>	D
Feb 04 10:55:18 <LoverGuy>	:D
Feb 04 10:55:36 <LoverGuy>	i should leave her alone and not disturb her for two months
Feb 04 10:56:16 <RammsteinFan>	i see
Feb 04 10:56:24 <RammsteinFan>	yeah better leave her alone
Feb 04 10:56:30 <LoverGuy>	i'm doing that
Feb 04 10:56:54 <RammsteinFan>	ok
Feb 04 10:57:00 <RammsteinFan>	what book are you reading?
Feb 04 10:57:14 <LoverGuy>	brahmavaivarta
Feb 04 10:57:20 <RammsteinFan>	whats it about?
Feb 04 10:58:28 <LoverGuy>	Radha and Krishna are at the soul of the universe and everything is a manifestation of their romance... etc
Feb 04 10:59:12 <LoverGuy>	what's up with you?
Feb 04 10:59:15 <RammsteinFan>	i see
Feb 04 10:59:17 <LoverGuy>	been home?
Feb 04 10:59:21 <RammsteinFan>	nothing much
Feb 04 10:59:26 <RammsteinFan>	no will go on 8th
Feb 04 10:59:33 <LoverGuy>	how's Dad doing?
Feb 04 10:59:41 <RammsteinFan>	ok i guess
Feb 04 10:59:51 <LoverGuy>	hmm k
Feb 04 11:00:00 <RammsteinFan>	not been very good lately
Feb 04 11:00:02 <LoverGuy>	job in Belgaum?
Feb 04 11:00:13 <LoverGuy>	you should be with him...
Feb 04 11:00:15 <RammsteinFan>	will check when i go this time
Feb 04 11:00:18 <RammsteinFan>	yes
Feb 04 11:00:46 <LoverGuy>	ok... hope you'll find some good one soon
Feb 04 11:03:25 <LoverGuy>	ok.. gtg now
Feb 04 11:03:27 <LoverGuy>	tc
Feb 04 11:03:33 <LoverGuy>	cya later
Feb 04 11:03:43 <RammsteinFan>	ok cya
Feb 04 11:03:45 <RammsteinFan>	tc
Feb 04 11:03:57 *	Notify: LoverGuy is offline (LibraIRC)
**** ENDING LOGGING AT Sat Feb  4 11:25:40 2017

