**** BEGIN LOGGING AT Thu Oct 20 01:47:39 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 20 01:47:39 <DeWdRoPs>	Veeeeeeeer.
May 01 20:27:02 <DeWdRoPs>	Will be alway keeping you in my prayers. Hugssssss :)
May 01 20:27:09 <DeWdRoPs>	That's the beauty of it, right ?
May 01 20:27:12 <RammsteinFan>	i havent held a textbook in 10 years lol
May 01 20:27:17 <RammsteinFan>	danke :)
May 01 20:27:30 <RammsteinFan>	i know your prayers always work :)
May 01 20:27:31 <DeWdRoPs>	That's okie. I am sure you will rock that job too. Mashallah. Inshallah :)
May 01 20:27:49 <RammsteinFan>	lol
May 01 20:27:53 <RammsteinFan>	i hope os
May 01 20:28:03 <DeWdRoPs>	I hope so too. And I am sure too :)
May 01 20:28:08 <RammsteinFan>	atm i am taking things as they come
May 01 20:28:25 <DeWdRoPs>	If you have the passion, no matter whatever job it is, you will do well. My Granny always say this.
May 01 20:28:33 <DeWdRoPs>	That is always good, Veeer.
May 01 20:28:39 <DeWdRoPs>	Just go with the flow :)
May 01 20:28:42 <RammsteinFan>	yes good advice from your princess :)
May 01 20:28:54 <RammsteinFan>	i was a bit angry last week
May 01 20:29:03 <DeWdRoPs>	Yes. My Princess is always right :) Mashallah
May 01 20:29:13 <DeWdRoPs>	Ooo. What happened ? Because of the boss ?
May 01 20:29:16 <RammsteinFan>	yes
May 01 20:29:29 <RammsteinFan>	and some other things
May 01 20:29:36 <RammsteinFan>	but now everthing is on track
May 01 20:29:43 <DeWdRoPs>	It's okie. Give him some time.
May 01 20:29:52 <RammsteinFan>	naaah that all he will take then...time
May 01 20:29:53 <DeWdRoPs>	Good. Everything will fall into its place. Inshallah :)
May 01 20:30:10 <RammsteinFan>	ill give him a week at most
May 01 20:30:20 <RammsteinFan>	after that ill talk to his boss
May 01 20:30:46 <DeWdRoPs>	Yes. Do that. Only this month to take care of everything. So things should be done soon.
May 01 20:30:55 <RammsteinFan>	yes
May 01 20:31:09 <DeWdRoPs>	Inshallah. All will go well. :)
May 01 20:31:12 <RammsteinFan>	:)
May 01 20:31:20 <DeWdRoPs>	Hugssssssss & Hugssssssss :)
May 01 20:31:25 <RammsteinFan>	huggggss :)
May 01 20:31:38 <RammsteinFan>	how is your college going on?
May 01 20:32:01 <DeWdRoPs>	Going good, Veer. Last sem results will be out anytime, prolly by the end of next week.
May 01 20:32:06 <RammsteinFan>	aaah
May 01 20:32:13 <RammsteinFan>	great
May 01 20:32:19 <RammsteinFan>	so ill keep the champagne ready :)
May 01 20:32:23 <DeWdRoPs>	Ha ha :)
May 01 20:32:28 <RammsteinFan>	:)
May 01 20:32:32 <DeWdRoPs>	I did well. But still fingers crossed :)
May 01 20:32:54 <DeWdRoPs>	Oh.. I forgot to ask !
May 01 20:32:57 <DeWdRoPs>	How could I ?
May 01 20:32:58 <RammsteinFan>	everything will be as you wish :)
May 01 20:33:00 <DeWdRoPs>	How could I ?
May 01 20:33:01 <RammsteinFan>	yes?
May 01 20:33:03 <DeWdRoPs>	How could I ?
May 01 20:33:11 <RammsteinFan>	erm what?
May 01 20:33:37 <DeWdRoPs>	Ahem.. How is "the light of your life ? the song of your soul ? the rhythm of your happiness ? "
May 01 20:33:41 <RammsteinFan>	lol
May 01 20:33:51 <RammsteinFan>	whatever do you mean? :P
May 01 20:33:57 <DeWdRoPs>	How is she ? :)
May 01 20:34:00 <RammsteinFan>	lol
May 01 20:34:03 <RammsteinFan>	she is well
May 01 20:34:10 <RammsteinFan>	in her hometown now
May 01 20:34:10 <DeWdRoPs>	I was being "poetic" :P
May 01 20:34:13 <RammsteinFan>	i knwo :)
May 01 20:34:25 <DeWdRoPs>	Ah okie :)
May 01 20:34:28 <RammsteinFan>	and i understood it but sometimes the devil makes an appearance in me lol
May 01 20:34:40 <RammsteinFan>	today was a holiday here
May 01 20:34:45 <DeWdRoPs>	Lol. That's okie :D
May 01 20:34:50 <DeWdRoPs>	Oh, why is that ?
May 01 20:34:54 <DeWdRoPs>	Any festival ?
May 01 20:34:55 <RammsteinFan>	labour day
May 01 20:34:58 <RammsteinFan>	naaah
May 01 20:35:18 <DeWdRoPs>	Oh okie. And it is a holiday for that ?
May 01 20:35:20 <RammsteinFan>	dont know why they have labour day when no one seems to works here 
May 01 20:35:23 <RammsteinFan>	yes
May 01 20:35:47 <RammsteinFan>	labour day is for people who acrtually have worked the rest of th eyear :)
May 01 20:35:58 <DeWdRoPs>	But that is ironic.. Labour Day should be celebrated by working ?
May 01 20:36:21 <RammsteinFan>	ok ill ask them to change it to lazy day :)
May 01 20:36:42 <DeWdRoPs>	No No. Ha ha, I was just asking :P
May 01 20:36:49 <RammsteinFan>	i know 
May 01 20:36:51 <RammsteinFan>	i was kidding
May 01 20:36:53 <RammsteinFan>	:)
May 01 20:36:57 <DeWdRoPs>	:) :)
May 01 20:37:14 <RammsteinFan>	i need to start packing up my stuff soon
May 01 20:37:23 <RammsteinFan>	a job which i absolutely dislike
May 01 20:37:39 <DeWdRoPs>	I can understand.
May 01 20:37:44 <RammsteinFan>	i was suppsoed to get started today coz of the holiday....but all i did was play trivia lol
May 01 20:37:50 <DeWdRoPs>	Is there someone to help you ?
May 01 20:37:59 <RammsteinFan>	yes my friend
May 01 20:38:10 <RammsteinFan>	but i rather pack it myself
May 01 20:38:13 <DeWdRoPs>	Ha ha. That's okie. Trivia can make us do things like this :P
May 01 20:38:20 <RammsteinFan>	helps me to find it later
May 01 20:38:35 <RammsteinFan>	:) yes
May 01 20:39:01 <DeWdRoPs>	That's true, Veeeer. If we pack ourselves, we will know what is where..
May 01 20:39:08 <RammsteinFan>	yes
May 01 20:39:53 <DeWdRoPs>	I am worried about Granny.. UAE is trying cloud-seeding again. So more diseases :(
May 01 20:40:14 <RammsteinFan>	oh!
May 01 20:40:16 <RammsteinFan>	:(
May 01 20:40:26 <RammsteinFan>	cloud-seeding for rain?
May 01 20:40:36 <DeWdRoPs>	Yesss.
May 01 20:40:53 <RammsteinFan>	aah
May 01 20:41:02 <RammsteinFan>	well tell her to stay indoors
May 01 20:41:07 <DeWdRoPs>	They did it in February and everyone was having cough and cold, specially Granny couldn't take it at all.
May 01 20:41:08 <RammsteinFan>	how does it affect her?
May 01 20:41:14 <RammsteinFan>	i see
May 01 20:41:25 <RammsteinFan>	warm soup everyday will help
May 01 20:41:51 <DeWdRoPs>	It is supposed to be summer here. And it should be left like that. Why should they mess with Mother Nature ?
May 01 20:41:54 <DeWdRoPs>	Yes, Veeeer.
May 01 20:42:14 <RammsteinFan>	well rain is important too isnt it
May 01 20:42:22 <RammsteinFan>	but they way theu do it prob not right
May 01 20:42:46 <DeWdRoPs>	Rain is important, I agree, Veeeer.
May 01 20:42:57 <DeWdRoPs>	But seasons are there for a reason
May 01 20:43:11 <RammsteinFan>	hmmm yes
May 01 20:43:26 <DeWdRoPs>	Anyway, let's see.
May 01 20:43:32 <DeWdRoPs>	It rained here today.
May 01 20:43:34 <DeWdRoPs>	I love rain.
May 01 20:43:39 <RammsteinFan>	but its true they shouldnt mess with nature
May 01 20:43:43 <RammsteinFan>	it rained here today :)
May 01 20:43:50 <DeWdRoPs>	Yayyyy :)
May 01 20:43:55 <RammsteinFan>	:)
May 01 20:43:59 <RammsteinFan>	and also :(
May 01 20:44:26 <DeWdRoPs>	Why that sad face ??
May 01 20:44:49 <RammsteinFan>	coz i dont like rain
May 01 20:45:01 <DeWdRoPs>	Ah. I know that :D
May 01 20:45:03 <RammsteinFan>	makes me sleepy and i have to stay indoors
May 01 20:45:45 <DeWdRoPs>	I know. But rain, coffee, music, trivia.. WOAH :P
May 01 20:46:01 <RammsteinFan>	lol
May 01 20:46:03 <RammsteinFan>	ok ok
May 01 20:46:07 <RammsteinFan>	i can understand
May 01 20:46:10 <DeWdRoPs>	:D
May 01 20:46:13 <RammsteinFan>	and btw you forgot pakoda
May 01 20:46:16 <RammsteinFan>	:)
May 01 20:46:21 <DeWdRoPs>	Pakoda.. Oh yes.
May 01 20:46:28 <DeWdRoPs>	I had samosa today.
May 01 20:46:33 <DeWdRoPs>	Priya brought them.
May 01 20:46:40 <RammsteinFan>	ah me too
May 01 20:46:44 <RammsteinFan>	samosa chat :)
May 01 20:46:55 <DeWdRoPs>	No, not chat. It's something to eat.
May 01 20:47:13 <RammsteinFan>	lol i know
May 01 20:47:19 <RammsteinFan>	i had samosa chaat :)
May 01 20:47:26 <RammsteinFan>	its a chaat item made with samosa
May 01 20:47:30 <DeWdRoPs>	Ah. That's the right name for it ?
May 01 20:47:33 <DeWdRoPs>	Ohh okie.
May 01 20:47:43 <DeWdRoPs>	Lol. I thought it's some kind of chat !!!
May 01 20:48:16 <RammsteinFan>	you have just samosa and then you have samosa chaat(with boiled green peas, onions, spices, shev etc etc)
May 01 20:48:20 <RammsteinFan>	no lol
May 01 20:48:40 <DeWdRoPs>	Ahh.. Samosa chaat. It sounds yummm :)
May 01 20:50:23 <RammsteinFan>	it is :)
May 01 20:50:31 <RammsteinFan>	which is why i eat it :)
May 01 20:51:03 <DeWdRoPs>	I will try to eat it too :) Now I have to :D
May 01 20:51:09 <RammsteinFan>	:)
May 01 20:51:15 <RammsteinFan>	did priya make them herself?
May 01 20:51:17 <DeWdRoPs>	:)
May 01 20:51:22 <DeWdRoPs>	No. Her mom.
May 01 20:52:03 <RammsteinFan>	ah
May 01 20:52:06 <RammsteinFan>	nice
May 01 20:52:34 <DeWdRoPs>	Her mom is a great cook. Anything that she cooks, all of it is sooo tasty :)
May 01 20:52:46 <RammsteinFan>	ofcourse :)
May 01 20:52:51 <DeWdRoPs>	But Priya doesn't like any of it. She is a hardcore 'subway' fan
May 01 20:53:01 <RammsteinFan>	yuck
May 01 20:53:14 <DeWdRoPs>	But I love them all. And Aunty cooks and send them for me :P
May 01 20:53:31 <RammsteinFan>	coool
May 01 20:53:43 <DeWdRoPs>	Yessssssss. She is very sweet, Veeeer.
May 01 20:53:46 <RammsteinFan>	well subway is better than mcdonalds but still ycuk
May 01 20:53:50 <DeWdRoPs>	I love her :)
May 01 20:53:57 <DeWdRoPs>	Hmmm :D
May 01 20:54:00 <RammsteinFan>	ofcourse 
May 01 20:54:06 <RammsteinFan>	lol
May 01 20:54:12 <RammsteinFan>	so you like subway too? 
May 01 20:54:39 <DeWdRoPs>	I do. But not more than home-made food (not cooked by me for sure :P )
May 01 20:55:16 <RammsteinFan>	lol
May 01 20:55:33 <RammsteinFan>	yes fast food is my last choice usually
May 01 20:56:53 <DeWdRoPs>	Yess. Home cooked food is always good :)
May 01 20:57:43 <RammsteinFan>	it is :)
May 01 20:58:00 <DeWdRoPs>	:)
May 01 21:24:36 <DeWdRoPs>	Veeer
May 01 21:24:38 <DeWdRoPs>	Veer
May 01 21:24:39 <DeWdRoPs>	Veeer
May 01 21:25:43 <RammsteinFan>	ye
May 01 21:25:44 <RammsteinFan>	yes
May 01 21:25:45 <RammsteinFan>	yes
May 01 21:25:45 <RammsteinFan>	yes
May 01 21:25:49 <DeWdRoPs>	:)
May 01 21:25:52 <RammsteinFan>	:)
May 01 21:26:06 <DeWdRoPs>	Granny needs me. I will be back laters.
May 01 21:26:10 <RammsteinFan>	ah ok
May 01 21:26:12 <DeWdRoPs>	You take care.
May 01 21:26:12 <RammsteinFan>	take care
May 01 21:26:17 <DeWdRoPs>	Hugssssssssss & Hugsssssssssssss :)
May 01 21:26:19 <RammsteinFan>	my regards to granny :)
May 01 21:26:21 <DeWdRoPs>	See you sooooooooooooon :)
May 01 21:26:23 <RammsteinFan>	huggsssss :)
May 01 21:26:26 <DeWdRoPs>	Sure I will pass it on.
May 01 21:26:26 <RammsteinFan>	see you soon :)
May 01 21:26:32 <DeWdRoPs>	And my love to your love :)
May 01 21:26:34 <DeWdRoPs>	:) :)
May 01 21:26:36 <RammsteinFan>	:)
May 01 21:28:15 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Mon May  1 21:34:59 2017

**** BEGIN LOGGING AT Wed May 10 19:05:34 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 10 19:05:34 <DeWdRoPs>	Hugsssssssssssssssssss, Veeeer. Hope all is good there. Will write to you.
May 10 19:05:44 <RammsteinFan>	hugggs dew :)
May 10 19:05:45 <DeWdRoPs>	Take care. Good to see you. Was waiting and waiting :)
May 10 19:05:50 <RammsteinFan>	all is fine yes
May 10 19:06:01 <RammsteinFan>	awwww
May 10 19:06:02 <DeWdRoPs>	Okie. Will write anyway :)
May 10 19:06:05 <RammsteinFan>	danke :)
May 10 19:06:16 <DeWdRoPs>	:)
May 10 19:06:29 <RammsteinFan>	i spoke to my boss's boss and he said i will be relieved by 30th
May 10 19:06:36 <RammsteinFan>	so 30th i am going hooooooome!
May 10 19:07:54 <RammsteinFan>	you tehre?
May 10 19:07:55 *	Notify: DeWdRoPs is offline (LibraIRC)
May 10 19:07:55 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Wed May 10 19:08:39 2017

**** BEGIN LOGGING AT Fri May 12 18:43:05 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 12 18:43:05 <DeWdRoPs>	Hugssssssssss Veer :)
May 12 18:43:07 <DeWdRoPs>	Knock Knock
May 12 18:52:33 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Fri May 12 20:21:29 2017

**** BEGIN LOGGING AT Sun May 14 23:55:06 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 14 23:55:07 <DeWdRoPs>	Veeeeeeeer. Night. Hugssssssssssss :)
May 14 23:55:09 <DeWdRoPs>	Dinner time :)
May 14 23:55:11 <DeWdRoPs>	Laters :)
May 14 23:55:52 <RammsteinFan>	bon appetit
May 14 23:55:54 <RammsteinFan>	:)
May 14 23:56:41 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Sun May 14 23:57:16 2017

**** BEGIN LOGGING AT Tue May 16 04:16:38 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 16 04:19:29 <RammsteinFan>	ill be leaving soon....see ya and tc :)
May 16 04:19:37 <DeWdRoPs>	Oh
May 16 04:19:43 <DeWdRoPs>	Are you alright, Veer ?
May 16 04:19:47 <DeWdRoPs>	Did you sleep good ?
May 16 04:19:50 <DeWdRoPs>	And my hugs ?
May 16 04:20:00 <RammsteinFan>	hugggggs :)
May 16 04:20:08 <DeWdRoPs>	Hugssssssssssssss & Hugssssssssssssssss :)
May 16 04:20:09 <RammsteinFan>	ill try to sleep today
May 16 04:20:21 <RammsteinFan>	im in a better condition than ytd
May 16 04:20:22 <DeWdRoPs>	Goood. You need to :)
May 16 04:20:28 <DeWdRoPs>	Yayyyy. That is good :)
May 16 04:20:40 <RammsteinFan>	:)
May 16 04:20:42 <RammsteinFan>	ok see ya
**** ENDING LOGGING AT Tue May 16 04:20:49 2017

**** BEGIN LOGGING AT Thu May 18 05:28:57 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 18 05:28:57 <DeWdRoPs>	Hugsssssssssssssss & Hugsssssssssssssss dear Veeer :)
May 18 05:29:00 <DeWdRoPs>	I will leave now.
May 18 05:29:07 <DeWdRoPs>	Take care and have a lovelyyyyyy day :)
May 18 05:29:10 <RammsteinFan>	yeah me too
May 18 05:29:13 <RammsteinFan>	i gotta sleep
May 18 05:29:20 <RammsteinFan>	huggggs and tc :)
May 18 05:29:20 <DeWdRoPs>	Me toooo. Night :)
May 18 05:29:23 <DeWdRoPs>	Morning :)
May 18 05:29:26 <DeWdRoPs>	Hugsssssss :)
May 18 05:29:28 <RammsteinFan>	good night :)
May 18 05:29:30 <DeWdRoPs>	See you soooooooon :)
May 18 05:29:32 <DeWdRoPs>	:)
May 18 05:29:34 <DeWdRoPs>	Goneeeeeeeeee
May 18 05:29:35 <RammsteinFan>	see ya! ciao :)
**** ENDING LOGGING AT Thu May 18 05:29:50 2017

**** BEGIN LOGGING AT Thu May 18 18:16:07 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.1BA332.2AD15F]
May 18 18:16:07 <DeWdRoPs>	Veeeeeeeeeeer..
May 18 18:16:17 <RammsteinFan>	nazuuuuuu 
May 18 18:16:36 <DeWdRoPs>	bikerfello is okie ?
May 18 18:16:45 <DeWdRoPs>	I am scared now to talk to any new user !
May 18 18:16:46 <RammsteinFan>	umm what do you mean
May 18 18:16:57 <RammsteinFan>	hmmm
May 18 18:17:00 <RammsteinFan>	i dont know him well
May 18 18:17:05 <RammsteinFan>	maybe hoppy can tell you
May 18 18:17:07 <DeWdRoPs>	After I got to know that it was AZ in disguise as Ishita and Key :(
May 18 18:17:18 <DeWdRoPs>	hoppy is away, I guess.
May 18 18:17:45 <RammsteinFan>	aaah
May 18 18:17:47 <DeWdRoPs>	Just asked. I will be careful :)
May 18 18:17:57 <DeWdRoPs>	And yes, Hugssssssssssssssss :)
May 18 18:17:59 <RammsteinFan>	dont greet any new names
May 18 18:18:04 <RammsteinFan>	just keep your distance
May 18 18:18:10 <RammsteinFan>	hugggggs :)
May 18 18:18:18 <DeWdRoPs>	Yes, Veeeeer. I will be really really cautious now.
May 18 18:18:38 <RammsteinFan>	how do you know Key was Az?
May 18 18:18:46 <DeWdRoPs>	hoppy told me !
May 18 18:18:53 <RammsteinFan>	ah
May 18 18:19:08 <RammsteinFan>	i didnt know Key was AZ
May 18 18:19:11 <DeWdRoPs>	Hmmmm.
May 18 18:19:15 <RammsteinFan>	is he still mad at you
May 18 18:19:17 <DeWdRoPs>	I did not know too, Veeeer.
May 18 18:19:31 <DeWdRoPs>	He should be. We aren't talking now.
May 18 18:19:35 <RammsteinFan>	wow
May 18 18:19:38 <RammsteinFan>	what a doofus
May 18 18:19:40 <DeWdRoPs>	But I got a pm from Ishita yesterday.
May 18 18:19:46 <RammsteinFan>	and?
May 18 18:19:55 <DeWdRoPs>	I was away then.
May 18 18:19:59 <RammsteinFan>	ok
May 18 18:20:00 <DeWdRoPs>	I don't wish to reply too.
May 18 18:20:10 <RammsteinFan>	did she abuse you or anything?
May 18 18:20:21 <RammsteinFan>	you can report to irc ops in #help
May 18 18:20:24 <DeWdRoPs>	Not abusing. She said that I am rude.
May 18 18:20:33 <DeWdRoPs>	She was going on asking me about AZ
May 18 18:20:33 <RammsteinFan>	you dont have to put up with any nonsesne
May 18 18:20:48 <DeWdRoPs>	She asked me to give her his e-mail and I said I can't.
May 18 18:20:54 <DeWdRoPs>	So she said I am very rude.
May 18 18:20:58 <RammsteinFan>	lol
May 18 18:21:01 <RammsteinFan>	ignore her then
May 18 18:21:07 <RammsteinFan>	tell her to ask AZ himself
May 18 18:21:18 <DeWdRoPs>	But Ishita is AZ !!!!!
May 18 18:21:20 <RammsteinFan>	ask her why is she asking you for his email
May 18 18:21:22 <RammsteinFan>	yeah i know
May 18 18:21:26 <DeWdRoPs>	I did.
May 18 18:21:26 <RammsteinFan>	so ask her that!
May 18 18:21:40 <RammsteinFan>	what an idiot looool
May 18 18:21:51 <DeWdRoPs>	Then she told me that they are very close friends and he is not to be seen here and asked me if I had any idea what happened to him.
May 18 18:22:02 <RammsteinFan>	he needs to see a psychatrist
May 18 18:22:21 <RammsteinFan>	tell her you are not his babysitter
May 18 18:22:37 <DeWdRoPs>	I told him the same the other day, Veeeeer. I felt bad afterwards, but I just could not control my anger and I was deeply hurt.
May 18 18:22:53 <RammsteinFan>	you dont need to feel sorry for him
May 18 18:22:54 <DeWdRoPs>	I told him that he need help and he should get some help sooon.
May 18 18:22:58 <RammsteinFan>	he gets what he deserves
May 18 18:23:21 <RammsteinFan>	if he acts this way how can anyone be nice to him
May 18 18:23:27 <DeWdRoPs>	I can never ever forgive him for what he has done. Blame me for trusting him so much.
May 18 18:23:46 <DeWdRoPs>	Yes, Veeeeer. I know. And I always tried to make him understand that.
May 18 18:23:51 <RammsteinFan>	hoppy told me he is coming into the room and telling his nonsense story to everyone in here
May 18 18:24:02 <DeWdRoPs>	He just don't like me talking to you or hoppy :-/
May 18 18:24:18 <RammsteinFan>	next time you get a pm just ignore it..dont even reply
May 18 18:24:31 <DeWdRoPs>	Yes. I will not. Enough of it already.
May 18 18:24:52 <RammsteinFan>	yes he has always been like that...doesnt like anyone talkin to you
May 18 18:25:14 <RammsteinFan>	he is also responsible for LG not coming her anymore
May 18 18:25:22 <DeWdRoPs>	But I am an individual and I have the right to talk to anyone I want.
May 18 18:25:28 <RammsteinFan>	yes exactly
May 18 18:25:33 <DeWdRoPs>	Yes, Veeeer. Only now I came to know of it !
May 18 18:25:44 <RammsteinFan>	hmmm
May 18 18:26:06 <DeWdRoPs>	I should be blamed. I gave him too much importance in my life. I trusted him blindly.
May 18 18:26:15 <DeWdRoPs>	I thought he is a kiddo.
May 18 18:26:19 <DeWdRoPs>	Immature.
May 18 18:26:31 <RammsteinFan>	yes
May 18 18:26:43 <RammsteinFan>	teena says the same thing about him
May 18 18:27:00 <RammsteinFan>	she doesnt know what all he has done
May 18 18:27:17 <RammsteinFan>	and dont blame yourself
May 18 18:27:24 <RammsteinFan>	how were you supposed to know
May 18 18:27:24 <DeWdRoPs>	Yes, Veeeeeer. He is a kiddo. Immature too. He doesn't realize about the consequences of his actions.
May 18 18:27:37 <RammsteinFan>	he isnt a kiddo...23 is not a kiddo
May 18 18:27:42 <RammsteinFan>	13 is but not 23
May 18 18:27:57 <RammsteinFan>	and even if he was he should learn after people have told him
May 18 18:28:02 <DeWdRoPs>	True that. But I thought of him as a kiddo and kept forgiving his mistakes.
May 18 18:28:10 <RammsteinFan>	being young is no excuse to act this way
May 18 18:28:18 <DeWdRoPs>	I must have tried to make him understand a billion times.
May 18 18:28:26 <RammsteinFan>	yes which i think you should not have
May 18 18:28:39 <RammsteinFan>	some people are beyond understanding nazu
May 18 18:28:48 <DeWdRoPs>	He would never accept that he is possessive. He would call it being 'protective' !
May 18 18:28:54 <DeWdRoPs>	I understand that now, Veeeer.
May 18 18:29:00 <RammsteinFan>	i did the same thing the first time he pulled some nonsense
May 18 18:29:18 <RammsteinFan>	after that i just ignored him
May 18 18:29:21 <DeWdRoPs>	Hmmmm.
May 18 18:29:37 <RammsteinFan>	then LG told me what all he did 
May 18 18:29:47 <DeWdRoPs>	I have noticed that, whenever he has problems with anyone, he would drag me into it too.
May 18 18:29:55 <RammsteinFan>	after that i didnt even want to be in the same room as him
May 18 18:29:58 <DeWdRoPs>	Hmmm. I know. LG has suffered a lot.
May 18 18:30:17 <RammsteinFan>	yes he has...a lot!
May 18 18:30:28 <RammsteinFan>	and all because AZ cant keep his mouth shut
May 18 18:30:53 <RammsteinFan>	and that too in matters in which he absolutely SHOULD keep his mouth shut
May 18 18:30:57 <DeWdRoPs>	As I told you, he doesn't want me talking to anyone ! But I was here in this room before he started coming here. So how should I be in danger ?? I know you all before I know him.
May 18 18:31:08 <DeWdRoPs>	Yesss. That's been his problem.
May 18 18:31:16 <RammsteinFan>	lol why would you be in danger? 
May 18 18:31:24 <DeWdRoPs>	He thinks so. I don't.
May 18 18:31:28 <RammsteinFan>	lol
May 18 18:31:32 <RammsteinFan>	what a doofus
May 18 18:31:50 <RammsteinFan>	he needs to get his head examined by a doctor
May 18 18:32:12 <DeWdRoPs>	But I am hurt, Veeeeeer. I could never imagine someone who calls me his best friend would do such a thing to me.
May 18 18:32:24 <DeWdRoPs>	I told him the same. I was so mad that day.
May 18 18:32:38 <RammsteinFan>	i know you are but now that you know you need to stop blaming yourself
May 18 18:33:01 <DeWdRoPs>	Yesss. I need to be cautious and careful about investing my emotions.
May 18 18:33:11 <DeWdRoPs>	Hope I learn, Veeeeeeeeer.
May 18 18:33:17 <DeWdRoPs>	Inshallah, I will learn.
May 18 18:33:39 <RammsteinFan>	yes
May 18 18:33:57 <DeWdRoPs>	And now I have the wisdom tooth. Ahem :D
May 18 18:33:57 <RammsteinFan>	you need to first stop blaming yourself
May 18 18:34:01 <RammsteinFan>	lol yes
May 18 18:34:05 <RammsteinFan>	good for you :)
May 18 18:34:20 <DeWdRoPs>	Yess. I will not blame myself. Mistakes happen. But we have to learn from them.
May 18 18:34:24 <DeWdRoPs>	And I will.
May 18 18:34:34 <RammsteinFan>	yeah
May 18 18:34:51 <RammsteinFan>	you thought he was kiddish but he is kinda evil if you ask me
May 18 18:35:19 <DeWdRoPs>	You have warned me. I do remember, when I told you that I shared my email id with him
May 18 18:35:29 <DeWdRoPs>	I was blind, I guess.
May 18 18:35:39 <RammsteinFan>	yes i knew what he was like...but you didnt listen then
May 18 18:35:46 <RammsteinFan>	yeah i gues
May 18 18:36:05 <DeWdRoPs>	I know, Veeeeer. I was blind. I could only see good things then.
May 18 18:36:28 <RammsteinFan>	dragon used to get pings from AZ when he dragon hugged you in main
May 18 18:36:31 <RammsteinFan>	LG told me this
May 18 18:36:39 <DeWdRoPs>	Oh yess. I know. OMG.
May 18 18:36:45 <DeWdRoPs>	He used to fight with me for that.
